source,target,original_relation,normalized_relation,PubMedID
organic nanoparticles,in vitro evaluation,example of usage,example of usage,34299401
organic nanoparticles,in vivo evaluation,example of usage,example of usage,34299401
nanocarriers,bevacizumab,protects,protects,34299401
nanocarriers,degradation,protects,protects,34299401
nanocarriers,bioactivity maintenance,protects,protects,34299401
cisplatin,macrophage lung cancer cell line,treated with drug,treated with drug,34299130
cisplatin,A549 lung cancer cell,treated with drug,treated with drug,34299130
cisplatin,H460 lung cancer cell,treated with drug,treated with drug,34299130
cisplatin,RAW cell,treated with drug,treated with drug,34299130
CTPS,RAW cell,treated with drug,treated with drug,34299130
CTPS,bone marrow-derived macrophage primary cell,treated with drug,treated with drug,34299130
CTPS,metastatic colony,protects,protects,34299130
CTPS,splenic T cell,protects,protects,34299130
CTPS,reactive oxygen species,reduces production in,drug associated with AE in adolescent,34299130
CTPS,mitochondrial transmembrane potential,prevents loss in,drug associated with AE in adolescent,34299130
CTPS,BAX protein,inhibits upregulation of,bearer of,34299130
CTPS,cytochrome c,inhibits release of,bearer of,34299130
CTPS,PARP cleavage,attenuates,attenuates,34299130
CTPS,caspase,inhibits activation of,bearer of,34299130
CTPS,BCL2 protein,upregulates,upregulates,34299130
chemotherapeutic drug,CTPS,may_treat,may_treat,34299130
doxorubicin,triple negative breast cancer,may_treat,may_treat,34299059
vitamin D,reactive oxygen species,may_prevent,may_prevent,34299059
vitamin D,cardiac tissue,protects,protects,34299059
reactive oxygen species,cardiac tissue,induced_by,induced_by,34299059
hydroxynonenal,cardiac tissue,produced_by,produced_by,34299059
NADPH quinone oxidoreductase,cardiac tissue,produces,produces,34299059
c-Myc,cardiac tissue,produces,produces,34299059
dynamin-related protein 1,cardiac tissue,produces,produces,34299059
Chemotherapy,Cancer Cell,induced_by,induced_by,34298975
Cancer Cell,Secondary Site,occurs in,occurs in,34298975
ATF3 Gene,Macrophage,is evidence of,is evidence of,34298975
Mouse Breast Cancer Model,Lung,occurs in,occurs in,34298975
Lung,Cancer Cell,protects,protects,34298975
Cyclophosphamide,Lung,located_in,located_in,34298975
Macrophage,Cancer Cell,protects,protects,34298975
Cell Retention,Colonization,realizes,realizes,34298975
Extravasation,Colonization,realizes,realizes,34298975
Proliferation,Colonization,realizes,realizes,34298975
fisetin,polycystic ovary syndrome (PCOS),may_treat,may_treat,34298098
letrozole,rat model,induced_by,induced_by,34298098
fisetin,glucose,may_prevent,may_prevent,34298098
fisetin,lipid profile,may_prevent,may_prevent,34298098
fisetin,insulin,may_prevent,may_prevent,34298098
fisetin,testosterone,may_prevent,may_prevent,34298098
fisetin,estradiol,may_prevent,may_prevent,34298098
fisetin,progesterone,may_prevent,may_prevent,34298098
fisetin,sirtuin1 (SIRT1),produces,produces,34298098
fisetin,5' adenosine monophosphate-activated protein kinase (AMPK),produces,produces,34298098
fisetin,cytochrome p450 17a1 (CYP17A1),inhibits,inhibits,34298098
fisetin,antioxidant enzymes,protects,protects,34298098
cyclophosphamide,thalidomide,treated with drug,treated with drug,34297605
cyclophosphamide,dexamethasone,treated with drug,treated with drug,34297605
neutropenia,grade 3,adverse event occurs in,adverse event occurs in,34297605
stem cell transplantation,autologous transplantation,induced_by,induced_by,34297605
antiangiogenic agent,tumor microvasculature,modulation of,composed primarily of,34297268
sorafenib,radiofrequency ablation rfa,given prior to,anteriorly connected to,34297268
sorafenib,placebo,treatment consisted of,bearer of,34297268
sorafenib,ablation zone,priming with,drug associated with AE,34297268
sorafenib,thermal parameter,impact on,impact on,34297268
sorafenib,blood flow,decreased by,decreased by,34297268
sorafenib,ablation zone,enhance the effect of,bearer of,34297268
sorafenib,hepatocellular carcinoma hcc,priming with,drug associated with AE,34297268
sorafenib,MRI,relationship between,relationship between,34297268
acute myeloid leukemia,antecedent hematological disease,adjacent_to,adjacent_to,34297206
allohsct,complete remission,treated with drug,treated with drug,34297206
liposomal cytarabine and daunorubicin,cpx351,drug associated with AE,drug associated with AE,34297206
intermediatedosed cytarabine,idarac,composed primarily of,composed primarily of,34297206
intermediatedosed cytarabine,idarubicin,composed primarily of,composed primarily of,34297206
intermediatedosed cytarabine,mitoxantrone,composed primarily of,composed primarily of,34297206
relapsefree survival,overall survival,adverse event outcome,adverse event outcome,34297206
axicabtagene ciloleucel axicel,large B-cell lymphoma,may_treat,may_treat,34296427
axicabtagene ciloleucel axicel,chimaeric antigen receptor,has part,has part,34296427
axicabtagene ciloleucel axicel,cytokine release syndrome,occurs in patient treated with drug,occurs in patient treated with drug,34296427
axicabtagene ciloleucel axicel,neurologic event,occurs in patient treated with drug,occurs in patient treated with drug,34296427
prophylactic corticosteroid,axicabtagene ciloleucel axicel,induced_by,induced_by,34296427
tocilizumab,axicabtagene ciloleucel axicel,induced_by,induced_by,34296427
dexamethasone,axicabtagene ciloleucel axicel,induced_by,induced_by,34296427
prognostic nomogram,brca mutation,may_diagnose,may_diagnose,34293664
prognostic nomogram,platinumsensitive recurrent ovarian cancer,may_diagnose,may_diagnose,34293664
prognostic nomogram,ca125,has part,has part,34293664
prognostic nomogram,maintenance olaparib,may_treat,may_treat,34293664
locally advanced nonanaplastic thyroid cancer,intensity-modulated radiation therapy (IMRT),may_treat,may_treat,34293201
intensity-modulated radiation therapy (IMRT),concurrent chemotherapy with IMRT (CCIMRT),treated with drug,treated with drug,34293201
concurrent chemotherapy with IMRT (CCIMRT),doxorubicin,drug associated with AE,drug associated with AE,34293201
locally advanced nonanaplastic thyroid cancer,locoregional progression-free survival (PFS),has disease,has disease,34293201
locally advanced nonanaplastic thyroid cancer,overall survival (OS),has disease,has disease,34293201
acute toxicity,concurrent chemotherapy with IMRT (CCIMRT),induced_by,induced_by,34293201
late toxicity,concurrent chemotherapy with IMRT (CCIMRT),induced_by,induced_by,34293201
functional outcome,intensity-modulated radiation therapy (IMRT),realized in,realized in,34293201
quality of life,concurrent chemotherapy with IMRT (CCIMRT),realized in,realized in,34293201
palbociclib,estrogen receptor,drug associated with AE,drug associated with AE,34292933
ribociclib,estrogen receptor,drug associated with AE,drug associated with AE,34292933
ribociclib,progesterone receptor,drug associated with AE,drug associated with AE,34292933
fulvestrant,aromatase inhibitor,bearer of,bearer of,34292933
neutropenia,febrile neutropenia,adverse event occurs in,adverse event occurs in,34292933
neutropenia,dose reduction,adverse event occurs in,adverse event occurs in,34292933
performance status,neutropenia,induced_by,induced_by,34292933
performance status,overall survival,associated with,drug associated with AE,34292933
nanoplatform,phototherapy,may_treat,may_treat,34291912
phototherapy,catalytic nanomaterial,has part,has part,34291912
anisotropic truncated octahedral au,noble metal pt,composed primarily of,composed primarily of,34291912
noble metal pt,photothermal therapy,may_treat,may_treat,34291912
oxygen production,tumor hypoxia,protects,protects,34291912
noble metal pt,oxygen production,produces,produces,34291912
oxygen production,osteosarcoma cell,may_prevent,may_prevent,34291912
hyaluronic acid,osteosarcoma cell,may_prevent,may_prevent,34291912
napabucasin,nadphquinone oxidoreductase 1,composed primarily of,composed primarily of,34291369
napabucasin,reactive oxygen specie,produces,produces,34291369
napabucasin,oncogenic cellular pathway,affect,affect,34291369
napabucasin,cancer cell death,may_treat,may_treat,34291369
phase i study,safety,has part,has part,34291369
phase i study,tolerability,has part,has part,34291369
phase i study,pharmacokinetics,has part,has part,34291369
folfiri chemotherapy,fluorouracil,composed primarily of,composed primarily of,34291369
folfiri chemotherapy,leucovorin,composed primarily of,composed primarily of,34291369
folfiri chemotherapy,irinotecan,composed primarily of,composed primarily of,34291369
folfiri chemotherapy,bevacizumab,composed primarily of,composed primarily of,34291369
japanese patient,metastatic colorectal cancer,has disease,has disease,34291369
crc patient,unresectable stage iv crc,has disease,has disease,34291369
crc patient,diarrhoea,adverse event occurs in,adverse event occurs in,34291369
crc patient,decreased appetite,adverse event occurs in,adverse event occurs in,34291369
crc patient,neutrophil count decreased,adverse event occurs in,adverse event occurs in,34291369
napabucasin,folfiri chemotherapy,may_treat,may_treat,34291369
napabucasin,bevacizumab,may_treat,may_treat,34291369
napabucasin,japanese patient,may_treat,may_treat,34291369
napabucasin,metastatic colorectal cancer,may_treat,may_treat,34291369
cdtargeted chimeric antigen receptor car t cell therapy,ibrutinib,combined with,drug associated with AE,34290380
cdtargeted chimeric antigen receptor car t cell therapy,immune checkpoint inhibitor,combined with,drug associated with AE,34290380
cdtargeted chimeric antigen receptor car t cell therapy,lymphoid bcell malignancy,used in patient with,drug associated with AE in adolescent,34290380
fluorouracil,cholangiocarcinoma,may_treat,may_treat,34290264
fluorouracil,natural product,drug associated with AE,drug associated with AE,34290264
natural product,cholangiocarcinoma,may_treat,may_treat,34290264
fluorouracil,Thai noni juice,drug associated with AE,drug associated with AE,34290264
fluorouracil,p53 protein,induces,induces,34290264
fluorouracil,bax protein,induces,induces,34290264
fluorouracil,nude mouse xenograft,realizes,realizes,34290264
neoadjuvant chemotherapy,locally advanced vulvar cancer,may_treat,may_treat,34289750
platinum,neoadjuvant chemotherapy,drug associated with AE,drug associated with AE,34289750
paclitaxel,neoadjuvant chemotherapy,drug associated with AE,drug associated with AE,34289750
ifosfamide,neoadjuvant chemotherapy,drug associated with AE,drug associated with AE,34289750
surgery,locally advanced vulvar cancer,may_treat,may_treat,34289750
mastectomy,breast cancer,may_treat,may_treat,34289686
breast cancer,tumor hypoxia,has disease,has disease,34289686
tumor hypoxia,BCT,may_prevent,may_prevent,34289686
radical precursor AIPH,iron oxide nanoparticles,composed primarily of,composed primarily of,34289686
iron oxide nanoparticles,alginate hydrogel,part of,part of,34289686
physiological calcium,alginate hydrogel,induced_by,induced_by,34289686
iron oxide nanoparticles,magnetic hyperthermia,may_treat,may_treat,34289686
older adult,diffuse large B-cell lymphoma,has disease,has disease,34289656
older adult,vulnerable patient,has part,has part,34289656
rituximabprednisone prephase treatment,older vulnerable patient,may_treat,may_treat,34289656
rituximabprednisone prephase treatment,DLBCL,may_prevent,may_prevent,34289656
vulnerable patient,geriatric impairment,has disease,has disease,34289656
vulnerable patient,functional limitation,has disease,has disease,34289656
vulnerable patient,multimorbidity,has disease,has disease,34289656
vulnerable patient,cognitive deficit,has disease,has disease,34289656
prospective pilot study,rituximabprednisone prephase treatment,realized in,realized in,34289656
newly diagnosed DLBCL,age 70,occurs in patient having disease,occurs in patient having disease,34289656
newly diagnosed DLBCL,Karnofsky Performance Scale,occurs in patient having disease,occurs in patient having disease,34289656
rituximab,prednisone,drug associated with AE,drug associated with AE,34289656
